task_id,family,agent,repeat,success,exact_correct,model_calls,tool_calls,python_execs,validation_failures,runtime_failures,recovered_from_failure,termination_failed,state_corrupted,context_bytes,serialized_data_bytes,wall_time_s,token_estimate,cost_estimate_usd,failure_category,long_horizon
state_5,state_mutation,B,2,True,True,4,0,4,0,0,False,False,True,138,45,2.3365020751953125e-05,51,0.000102,,True
largeobj_0,large_object,B,0,False,False,1,0,1,0,0,False,False,False,489336,489206,0.02702784538269043,273991,0.547982,context_failure,False
largeobj_0,large_object,B,1,True,True,1,0,1,0,0,False,False,False,489281,489206,0.03503775596618652,273976,0.547952,,False
largeobj_0,large_object,B,2,False,False,2,0,2,0,1,True,False,False,489336,489206,0.03333425521850586,273991,0.547982,python_execution_failure,False
largeobj_1,large_object,B,0,False,False,1,0,1,0,0,False,False,False,489202,489072,0.03734326362609863,273916,0.547832,context_failure,False
largeobj_1,large_object,B,1,False,False,1,0,1,0,0,False,False,False,489202,489072,0.03044438362121582,273916,0.547832,context_failure,False
largeobj_1,large_object,B,2,True,True,1,0,1,0,0,False,False,False,489147,489072,0.027309417724609375,273901,0.547802,,False
largeobj_2,large_object,B,0,False,False,1,0,1,0,0,False,False,False,489281,489151,0.027602195739746094,273960,0.54792,context_failure,False
largeobj_2,large_object,B,1,True,True,1,0,1,0,0,False,False,False,489226,489151,0.027752161026000977,273945,0.54789,,False
largeobj_2,large_object,B,2,False,False,1,0,1,0,0,False,False,False,489281,489151,0.029501914978027344,273960,0.54792,context_failure,False
largeobj_3,large_object,B,0,False,False,1,0,1,0,0,False,False,False,489321,489191,0.03115081787109375,273983,0.5479660000000001,context_failure,False
largeobj_3,large_object,B,1,False,False,1,0,1,0,0,False,False,False,489321,489191,0.031594038009643555,273983,0.5479660000000001,context_failure,False
largeobj_3,large_object,B,2,True,True,1,0,1,0,0,False,False,False,489266,489191,0.0315861701965332,273967,0.547934,,False
largeobj_4,large_object,B,0,True,True,1,0,1,0,0,False,False,False,488965,488890,0.026436567306518555,273799,0.5475979999999999,,False
largeobj_4,large_object,B,1,False,False,1,0,1,0,0,False,False,False,489020,488890,0.03059673309326172,273814,0.547628,context_failure,False
largeobj_4,large_object,B,2,True,True,1,0,1,0,0,False,False,False,488965,488890,0.026511192321777344,273799,0.5475979999999999,,False
largeobj_5,large_object,B,0,True,True,1,0,1,0,0,False,False,False,489262,489187,0.026915550231933594,273965,0.5479299999999999,,False
largeobj_5,large_object,B,1,False,False,1,0,1,0,0,False,False,False,489317,489187,0.02575373649597168,273981,0.547962,context_failure,False
largeobj_5,large_object,B,2,True,True,1,0,1,0,0,False,False,False,489262,489187,0.026513099670410156,273965,0.5479299999999999,,False
plan_0,multi_step_plan,B,0,True,True,1,0,1,0,0,False,False,False,132,31,3.314018249511719e-05,45,8.999999999999999e-05,,True
plan_0,multi_step_plan,B,1,True,True,1,0,1,0,0,False,False,False,132,31,2.0503997802734375e-05,45,8.999999999999999e-05,,True
plan_0,multi_step_plan,B,2,True,True,1,0,1,0,0,False,False,False,132,31,1.811981201171875e-05,45,8.999999999999999e-05,,True
plan_1,multi_step_plan,B,0,True,True,1,0,1,0,0,False,False,False,132,31,1.7881393432617188e-05,45,8.999999999999999e-05,,True
plan_1,multi_step_plan,B,1,True,True,1,0,1,0,0,False,False,False,132,31,1.6927719116210938e-05,45,8.999999999999999e-05,,True
plan_1,multi_step_plan,B,2,True,True,1,0,1,0,0,False,False,False,132,31,1.6450881958007812e-05,45,8.999999999999999e-05,,True
plan_2,multi_step_plan,B,0,True,True,4,0,4,0,3,True,False,False,132,31,2.2649765014648438e-05,45,8.999999999999999e-05,,True
plan_2,multi_step_plan,B,1,True,True,2,0,2,0,1,True,False,False,132,31,1.811981201171875e-05,45,8.999999999999999e-05,,True
plan_2,multi_step_plan,B,2,True,True,3,0,3,0,0,False,False,True,132,31,2.193450927734375e-05,45,8.999999999999999e-05,,True
plan_3,multi_step_plan,B,0,True,True,1,0,1,0,0,False,False,False,132,31,1.71661376953125e-05,45,8.999999999999999e-05,,True
plan_3,multi_step_plan,B,1,True,True,2,0,2,0,0,False,False,True,132,31,1.8596649169921875e-05,45,8.999999999999999e-05,,True
plan_3,multi_step_plan,B,2,True,True,1,0,1,0,0,False,False,False,132,31,1.6450881958007812e-05,45,8.999999999999999e-05,,True
plan_4,multi_step_plan,B,0,False,True,2,0,2,0,0,False,True,True,132,31,1.8596649169921875e-05,45,8.999999999999999e-05,state_management_failure,True
plan_4,multi_step_plan,B,1,True,True,2,0,2,0,0,False,False,True,132,31,1.9311904907226562e-05,45,8.999999999999999e-05,,True
plan_4,multi_step_plan,B,2,True,True,2,0,2,0,0,False,False,True,132,31,2.4080276489257812e-05,45,8.999999999999999e-05,,True
plan_5,multi_step_plan,B,0,True,True,2,0,2,0,1,True,False,False,132,31,1.8596649169921875e-05,45,8.999999999999999e-05,,True
plan_5,multi_step_plan,B,1,False,True,2,0,2,0,1,True,True,False,132,31,1.7642974853515625e-05,45,8.999999999999999e-05,python_execution_failure,True
plan_5,multi_step_plan,B,2,False,True,2,0,2,0,0,False,True,True,132,31,1.7881393432617188e-05,45,8.999999999999999e-05,state_management_failure,True
recov_0,failure_recovery,B,0,True,True,1,0,1,0,0,False,False,False,241,56,2.1457672119140625e-05,83,0.00016600000000000002,,False
recov_0,failure_recovery,B,1,True,True,1,0,1,0,0,False,False,False,241,56,1.8358230590820312e-05,83,0.00016600000000000002,,False
recov_0,failure_recovery,B,2,True,True,1,0,1,0,0,False,False,False,241,56,1.7404556274414062e-05,83,0.00016600000000000002,,False
recov_1,failure_recovery,B,0,True,True,2,0,2,0,0,False,False,False,241,56,2.0503997802734375e-05,83,0.00016600000000000002,,False
recov_1,failure_recovery,B,1,True,True,4,0,4,0,0,False,False,True,241,56,2.3126602172851562e-05,83,0.00016600000000000002,,False
recov_1,failure_recovery,B,2,True,True,1,0,1,0,0,False,False,False,241,56,1.71661376953125e-05,83,0.00016600000000000002,,False
recov_2,failure_recovery,B,0,True,True,1,0,1,0,0,False,False,False,225,48,1.811981201171875e-05,76,0.000152,,False
recov_2,failure_recovery,B,1,True,True,1,0,1,0,0,False,False,False,225,48,3.5762786865234375e-05,76,0.000152,,False
recov_2,failure_recovery,B,2,True,True,3,0,3,0,0,False,False,True,225,48,2.1219253540039062e-05,76,0.000152,,False
recov_3,failure_recovery,B,0,True,True,1,0,1,0,0,False,False,False,237,54,1.7404556274414062e-05,81,0.000162,,False
recov_3,failure_recovery,B,1,True,True,1,0,1,0,0,False,False,False,237,54,1.6689300537109375e-05,81,0.000162,,False
recov_3,failure_recovery,B,2,True,True,1,0,1,0,0,False,False,False,237,54,1.71661376953125e-05,81,0.000162,,False
recov_4,failure_recovery,B,0,True,True,2,0,2,0,0,False,False,True,241,56,2.09808349609375e-05,83,0.00016600000000000002,,False
recov_4,failure_recovery,B,1,True,True,1,0,1,0,0,False,False,False,241,56,1.8596649169921875e-05,83,0.00016600000000000002,,False
recov_4,failure_recovery,B,2,True,True,2,0,2,0,0,False,False,True,241,56,1.9788742065429688e-05,83,0.00016600000000000002,,False
recov_5,failure_recovery,B,0,True,True,1,0,1,0,0,False,False,False,241,56,2.7179718017578125e-05,83,0.00016600000000000002,,False
recov_5,failure_recovery,B,1,True,True,2,0,2,0,1,True,False,False,241,56,2.4318695068359375e-05,83,0.00016600000000000002,,False
recov_5,failure_recovery,B,2,True,True,1,0,1,0,0,False,False,False,241,56,2.002716064453125e-05,83,0.00016600000000000002,,False
verify_0,verify_before_stop,B,0,True,True,1,0,1,0,0,False,False,False,150,47,2.6464462280273438e-05,55,0.00011,,False
verify_0,verify_before_stop,B,1,True,True,1,0,1,0,0,False,False,False,150,47,2.002716064453125e-05,55,0.00011,,False
verify_0,verify_before_stop,B,2,True,True,1,0,1,0,0,False,False,False,150,47,1.8358230590820312e-05,55,0.00011,,False
verify_1,verify_before_stop,B,0,True,True,1,0,1,0,0,False,False,False,148,46,2.2172927856445312e-05,54,0.000108,,False
verify_1,verify_before_stop,B,1,True,True,1,0,1,0,0,False,False,False,148,46,2.9087066650390625e-05,54,0.000108,,False
verify_1,verify_before_stop,B,2,True,True,1,0,1,0,0,False,False,False,148,46,1.9788742065429688e-05,54,0.000108,,False
verify_2,verify_before_stop,B,0,True,True,1,0,1,0,0,False,False,False,152,48,3.147125244140625e-05,56,0.000112,,False
verify_2,verify_before_stop,B,1,True,True,1,0,1,0,0,False,False,False,152,48,1.7881393432617188e-05,56,0.000112,,False
verify_2,verify_before_stop,B,2,True,True,1,0,1,0,0,False,False,False,152,48,1.7404556274414062e-05,56,0.000112,,False
verify_3,verify_before_stop,B,0,True,True,1,0,1,0,0,False,False,False,136,40,1.8835067749023438e-05,49,9.800000000000001e-05,,False
verify_3,verify_before_stop,B,1,True,True,1,0,1,0,0,False,False,False,136,40,1.71661376953125e-05,49,9.800000000000001e-05,,False
verify_3,verify_before_stop,B,2,True,True,1,0,1,0,0,False,False,False,136,40,1.6927719116210938e-05,49,9.800000000000001e-05,,False
verify_4,verify_before_stop,B,0,True,True,1,0,1,0,0,False,False,False,122,33,1.7642974853515625e-05,43,8.599999999999999e-05,,False
verify_4,verify_before_stop,B,1,True,True,1,0,1,0,0,False,False,False,122,33,1.6689300537109375e-05,43,8.599999999999999e-05,,False
verify_4,verify_before_stop,B,2,True,True,1,0,1,0,0,False,False,False,122,33,1.6689300537109375e-05,43,8.599999999999999e-05,,False
verify_5,verify_before_stop,B,0,True,True,1,0,1,0,0,False,False,False,134,39,1.7404556274414062e-05,48,9.6e-05,,False
verify_5,verify_before_stop,B,1,True,True,1,0,1,0,0,False,False,False,134,39,1.8835067749023438e-05,48,9.6e-05,,False
verify_5,verify_before_stop,B,2,True,True,2,0,2,0,1,True,False,False,134,39,1.9073486328125e-05,48,9.6e-05,,False
detcomp_0,deterministic_compute,C,0,True,True,1,0,1,0,0,False,False,False,220,52,0.00012874603271484375,76,0.000152,,False
detcomp_0,deterministic_compute,C,1,True,True,1,0,1,0,0,False,False,False,220,52,5.888938903808594e-05,76,0.000152,,False
detcomp_0,deterministic_compute,C,2,True,True,1,0,1,0,0,False,False,False,220,52,4.982948303222656e-05,76,0.000152,,False
detcomp_1,deterministic_compute,C,0,True,True,1,0,1,0,0,False,False,False,230,62,4.8160552978515625e-05,81,0.000162,,False
detcomp_1,deterministic_compute,C,1,True,True,2,0,2,1,0,True,False,False,401,62,7.414817810058594e-05,129,0.00025800000000000004,,False
detcomp_1,deterministic_compute,C,2,True,True,1,0,1,0,0,False,False,False,230,62,4.4345855712890625e-05,81,0.000162,,False
detcomp_2,deterministic_compute,C,0,True,True,1,0,1,0,0,False,False,False,211,43,4.410743713378906e-05,71,0.00014199999999999998,,False
detcomp_2,deterministic_compute,C,1,True,True,1,0,1,0,0,False,False,False,211,43,4.291534423828125e-05,71,0.00014199999999999998,,False
detcomp_2,deterministic_compute,C,2,True,True,1,0,1,0,0,False,False,False,211,43,4.315376281738281e-05,71,0.00014199999999999998,,False
detcomp_3,deterministic_compute,C,0,True,True,1,0,1,0,0,False,False,False,199,31,4.267692565917969e-05,64,0.000128,,False
detcomp_3,deterministic_compute,C,1,True,True,1,0,1,0,0,False,False,False,199,31,4.124641418457031e-05,64,0.000128,,False
detcomp_3,deterministic_compute,C,2,True,True,1,0,1,0,0,False,False,False,199,31,4.1484832763671875e-05,64,0.000128,,False
detcomp_4,deterministic_compute,C,0,True,True,1,0,1,0,0,False,False,False,208,40,0.00038123130798339844,69,0.00013800000000000002,,False
detcomp_4,deterministic_compute,C,1,True,True,1,0,1,0,0,False,False,False,208,40,6.699562072753906e-05,69,0.00013800000000000002,,False
detcomp_4,deterministic_compute,C,2,True,True,1,0,1,0,0,False,False,False,208,40,5.078315734863281e-05,69,0.00013800000000000002,,False
detcomp_5,deterministic_compute,C,0,True,True,1,0,1,0,0,False,False,False,202,34,5.6743621826171875e-05,66,0.000132,,False
detcomp_5,deterministic_compute,C,1,True,True,1,0,1,0,0,False,False,False,202,34,4.506111145019531e-05,66,0.000132,,False
detcomp_5,deterministic_compute,C,2,True,True,1,0,1,0,0,False,False,False,202,34,4.458427429199219e-05,66,0.000132,,False
semfilt_0,semantic_filter,C,0,True,True,1,0,1,0,0,False,False,False,199,95,6.651878356933594e-05,82,0.000164,,False
semfilt_0,semantic_filter,C,1,True,True,2,0,2,1,0,True,False,False,370,95,7.152557373046875e-05,130,0.00026000000000000003,,False
semfilt_0,semantic_filter,C,2,True,True,1,0,1,0,0,False,False,False,199,95,6.818771362304688e-05,82,0.000164,,False
semfilt_1,semantic_filter,C,0,True,True,1,0,1,0,0,False,False,False,199,135,5.9604644775390625e-05,93,0.000186,,False
semfilt_1,semantic_filter,C,1,True,True,1,0,1,0,0,False,False,False,199,135,5.269050598144531e-05,93,0.000186,,False
semfilt_1,semantic_filter,C,2,True,True,1,0,1,0,0,False,False,False,199,135,5.7220458984375e-05,93,0.000186,,False
semfilt_2,semantic_filter,C,0,True,True,1,0,1,0,0,False,False,False,199,164,6.222724914550781e-05,101,0.000202,,False
semfilt_2,semantic_filter,C,1,True,True,1,0,1,0,0,False,False,False,199,164,6.222724914550781e-05,101,0.000202,,False
semfilt_2,semantic_filter,C,2,True,True,1,0,1,0,0,False,False,False,199,164,6.508827209472656e-05,101,0.000202,,False
semfilt_3,semantic_filter,C,0,True,True,1,0,1,0,0,False,False,False,199,145,6.127357482910156e-05,96,0.000192,,False
semfilt_3,semantic_filter,C,1,True,True,2,0,2,1,0,True,False,False,370,145,8.845329284667969e-05,144,0.000288,,False
semfilt_3,semantic_filter,C,2,True,True,1,0,1,0,0,False,False,False,199,145,6.246566772460938e-05,96,0.000192,,False
semfilt_4,semantic_filter,C,0,True,True,1,0,1,0,0,False,False,False,199,115,6.103515625e-05,87,0.000174,,False
semfilt_4,semantic_filter,C,1,True,True,1,0,1,0,0,False,False,False,199,115,6.0558319091796875e-05,87,0.000174,,False
semfilt_4,semantic_filter,C,2,True,True,1,0,1,0,0,False,False,False,199,115,8.487701416015625e-05,87,0.000174,,False
semfilt_5,semantic_filter,C,0,True,True,1,0,1,0,0,False,False,False,199,103,5.2928924560546875e-05,84,0.00016800000000000002,,False
semfilt_5,semantic_filter,C,1,True,True,1,0,1,0,0,False,False,False,199,103,5.030632019042969e-05,84,0.00016800000000000002,,False
semfilt_5,semantic_filter,C,2,True,True,2,0,2,1,0,True,False,False,370,103,7.271766662597656e-05,132,0.000264,,False
loop_0,loop_transform,C,0,True,True,2,0,2,0,0,False,False,False,273,39,7.271766662597656e-05,87,0.000174,,False
loop_0,loop_transform,C,1,True,True,1,0,1,0,0,False,False,False,197,39,4.553794860839844e-05,66,0.000132,,False
loop_0,loop_transform,C,2,True,True,1,0,1,0,0,False,False,False,197,39,4.458427429199219e-05,66,0.000132,,False
loop_1,loop_transform,C,0,True,True,1,0,1,0,0,False,False,False,197,36,4.267692565917969e-05,65,0.00013000000000000002,,False
loop_1,loop_transform,C,1,True,True,1,0,1,0,0,False,False,False,197,36,4.315376281738281e-05,65,0.00013000000000000002,,False
loop_1,loop_transform,C,2,True,True,1,0,1,0,0,False,False,False,197,36,4.2438507080078125e-05,65,0.00013000000000000002,,False
loop_2,loop_transform,C,0,True,True,2,0,2,0,0,False,False,True,350,49,6.771087646484375e-05,111,0.000222,,False
loop_2,loop_transform,C,1,True,True,1,0,1,0,0,False,False,False,197,49,4.38690185546875e-05,68,0.00013600000000000003,,False
loop_2,loop_transform,C,2,True,True,2,0,2,0,0,False,False,False,273,49,5.3882598876953125e-05,90,0.00017999999999999998,,False
loop_3,loop_transform,C,0,True,True,1,0,1,0,0,False,False,False,197,35,4.267692565917969e-05,64,0.000128,,False
loop_3,loop_transform,C,1,True,True,4,0,4,0,0,False,False,True,502,35,8.916854858398438e-05,150,0.0003,,False
loop_3,loop_transform,C,2,True,True,2,0,2,0,0,False,False,True,350,35,6.437301635742188e-05,107,0.000214,,False
loop_4,loop_transform,C,0,True,True,1,0,1,0,0,False,False,False,197,46,4.458427429199219e-05,68,0.00013600000000000003,,False
loop_4,loop_transform,C,1,True,True,1,0,1,0,0,False,False,False,197,46,4.3392181396484375e-05,68,0.00013600000000000003,,False
loop_4,loop_transform,C,2,True,True,1,0,1,0,0,False,False,False,197,46,4.363059997558594e-05,68,0.00013600000000000003,,False
loop_5,loop_transform,C,0,True,True,1,0,1,0,0,False,False,False,197,40,4.410743713378906e-05,66,0.000132,,False
loop_5,loop_transform,C,1,True,True,1,0,1,0,0,False,False,False,197,40,4.315376281738281e-05,66,0.000132,,False
loop_5,loop_transform,C,2,True,True,1,0,1,0,0,False,False,False,197,40,4.1961669921875e-05,66,0.000132,,False
state_0,state_mutation,C,0,True,True,1,0,1,0,0,False,False,False,245,45,5.173683166503906e-05,81,0.000162,,True
state_0,state_mutation,C,1,True,True,2,0,2,0,0,False,False,True,398,45,6.437301635742188e-05,124,0.000248,,True
state_0,state_mutation,C,2,True,True,1,0,1,0,0,False,False,False,245,45,4.315376281738281e-05,81,0.000162,,True
state_1,state_mutation,C,0,True,True,3,0,3,0,0,False,False,True,474,45,7.319450378417969e-05,145,0.00029,,True
state_1,state_mutation,C,1,True,True,5,0,5,0,0,False,False,True,780,45,0.0003314018249511719,231,0.000462,,True
state_1,state_mutation,C,2,True,True,2,0,2,0,0,False,False,True,398,45,9.918212890625e-05,124,0.000248,,True
state_2,state_mutation,C,0,True,True,1,0,1,0,0,False,False,False,245,45,5.91278076171875e-05,81,0.000162,,True
state_2,state_mutation,C,1,True,True,1,0,1,0,0,False,False,False,245,45,5.316734313964844e-05,81,0.000162,,True
state_2,state_mutation,C,2,True,True,3,0,3,0,0,False,False,True,551,45,0.0001049041748046875,166,0.00033200000000000005,,True
state_3,state_mutation,C,0,True,True,2,0,2,0,0,False,False,True,398,45,7.653236389160156e-05,124,0.000248,,True
state_3,state_mutation,C,1,True,True,6,0,6,0,0,False,False,True,1013,45,0.00014662742614746094,296,0.000592,,True
state_3,state_mutation,C,2,True,True,1,0,1,0,0,False,False,False,245,45,7.796287536621094e-05,81,0.000162,,True
state_4,state_mutation,C,0,True,True,3,0,3,0,0,False,False,True,474,81,8.988380432128906e-05,155,0.00031,,True
state_4,state_mutation,C,1,True,True,1,0,1,0,0,False,False,False,245,81,5.555152893066406e-05,91,0.000182,,True
state_4,state_mutation,C,2,True,True,1,0,1,0,0,False,False,False,245,81,5.364418029785156e-05,91,0.000182,,True
state_5,state_mutation,C,0,True,True,1,0,1,0,0,False,False,False,245,45,5.030632019042969e-05,81,0.000162,,True
state_5,state_mutation,C,1,True,True,2,0,2,0,0,False,False,True,398,45,6.890296936035156e-05,124,0.000248,,True
state_5,state_mutation,C,2,True,True,1,0,1,0,0,False,False,False,245,45,5.269050598144531e-05,81,0.000162,,True
largeobj_0,large_object,C,0,False,False,1,0,1,0,0,False,False,False,256,489206,0.026056289672851562,137049,0.274098,context_failure,False
largeobj_0,large_object,C,1,True,True,1,0,1,0,0,False,False,False,227,489206,0.026313066482543945,137041,0.274082,,False
largeobj_0,large_object,C,2,True,True,1,0,1,0,0,False,False,False,227,489206,0.027037620544433594,137041,0.274082,,False
largeobj_1,large_object,C,0,False,False,1,0,1,0,0,False,False,False,256,489072,0.026511192321777344,137011,0.274022,context_failure,False
largeobj_1,large_object,C,1,False,False,1,0,1,0,0,False,False,False,256,489072,0.026203393936157227,137011,0.274022,context_failure,False
largeobj_1,large_object,C,2,True,True,1,0,1,0,0,False,False,False,227,489072,0.026142597198486328,137003,0.27400599999999997,,False
largeobj_2,large_object,C,0,False,False,1,0,1,0,0,False,False,False,256,489151,0.02671337127685547,137033,0.274066,context_failure,False
largeobj_2,large_object,C,1,True,True,1,0,1,0,0,False,False,False,227,489151,0.026140928268432617,137025,0.27405,,False
largeobj_2,large_object,C,2,False,False,1,0,1,0,0,False,False,False,256,489151,0.025078773498535156,137033,0.274066,context_failure,False
largeobj_3,large_object,C,0,False,False,1,0,1,0,0,False,False,False,256,489191,0.026251554489135742,137045,0.27409,context_failure,False
largeobj_3,large_object,C,1,False,False,1,0,1,0,0,False,False,False,256,489191,0.02572488784790039,137045,0.27409,context_failure,False
largeobj_3,large_object,C,2,True,True,1,0,1,0,0,False,False,False,227,489191,0.02672553062438965,137037,0.27407400000000004,,False
largeobj_4,large_object,C,0,True,True,1,0,1,0,0,False,False,False,227,488890,0.02829718589782715,136952,0.273904,,False
largeobj_4,large_object,C,1,False,False,1,0,1,0,0,False,False,False,256,488890,0.026009321212768555,136960,0.27392,context_failure,False
largeobj_4,large_object,C,2,True,True,1,0,1,0,0,False,False,False,227,488890,0.029806137084960938,136952,0.273904,,False
largeobj_5,large_object,C,0,True,True,1,0,1,0,0,False,False,False,227,489187,0.0267183780670166,137035,0.27407,,False
largeobj_5,large_object,C,1,False,False,1,0,1,0,0,False,False,False,256,489187,0.02615976333618164,137044,0.27408800000000005,context_failure,False
largeobj_5,large_object,C,2,True,True,1,0,1,0,0,False,False,False,227,489187,0.02396082878112793,137035,0.27407,,False
plan_0,multi_step_plan,C,0,True,True,1,0,1,0,0,False,False,False,253,31,7.033348083496094e-05,79,0.000158,,True
plan_0,multi_step_plan,C,1,True,True,1,0,1,0,0,False,False,False,253,31,3.695487976074219e-05,79,0.000158,,True
plan_0,multi_step_plan,C,2,True,True,1,0,1,0,0,False,False,False,253,31,3.0994415283203125e-05,79,0.000158,,True
plan_1,multi_step_plan,C,0,True,True,1,0,1,0,0,False,False,False,253,31,3.0040740966796875e-05,79,0.000158,,True
plan_1,multi_step_plan,C,1,True,True,1,0,1,0,0,False,False,False,253,31,2.8371810913085938e-05,79,0.000158,,True
plan_1,multi_step_plan,C,2,True,True,1,0,1,0,0,False,False,False,253,31,2.765655517578125e-05,79,0.000158,,True
plan_2,multi_step_plan,C,0,True,True,5,0,5,0,0,False,False,True,788,31,9.608268737792969e-05,229,0.000458,,True
plan_2,multi_step_plan,C,1,True,True,1,0,1,0,0,False,False,False,253,31,4.506111145019531e-05,79,0.000158,,True
plan_2,multi_step_plan,C,2,True,True,3,0,3,0,0,False,False,True,559,31,8.893013000488281e-05,165,0.00033,,True
plan_3,multi_step_plan,C,0,True,True,1,0,1,0,0,False,False,False,253,31,4.506111145019531e-05,79,0.000158,,True
plan_3,multi_step_plan,C,1,True,True,2,0,2,0,0,False,False,True,406,31,6.246566772460938e-05,122,0.000244,,True
plan_3,multi_step_plan,C,2,True,True,1,0,1,0,0,False,False,False,253,31,4.1484832763671875e-05,79,0.000158,,True
plan_4,multi_step_plan,C,0,True,True,2,0,2,0,0,False,False,True,406,31,6.270408630371094e-05,122,0.000244,,True
plan_4,multi_step_plan,C,1,True,True,2,0,2,0,0,False,False,True,406,31,7.843971252441406e-05,122,0.000244,,True
plan_4,multi_step_plan,C,2,True,True,2,0,2,0,0,False,False,True,406,31,6.365776062011719e-05,122,0.000244,,True
plan_5,multi_step_plan,C,0,True,True,1,0,1,0,0,False,False,False,253,31,4.291534423828125e-05,79,0.000158,,True
plan_5,multi_step_plan,C,1,True,True,1,0,1,0,0,False,False,False,253,31,4.220008850097656e-05,79,0.000158,,True
plan_5,multi_step_plan,C,2,True,True,2,0,2,0,0,False,False,True,406,31,5.9604644775390625e-05,122,0.000244,,True
recov_0,failure_recovery,C,0,True,True,1,0,1,0,0,False,False,False,337,56,4.8160552978515625e-05,110,0.00022,,False
recov_0,failure_recovery,C,1,True,True,1,0,1,0,0,False,False,False,337,56,4.458427429199219e-05,110,0.00022,,False
recov_0,failure_recovery,C,2,True,True,1,0,1,0,0,False,False,False,337,56,4.3392181396484375e-05,110,0.00022,,False
recov_1,failure_recovery,C,0,True,True,2,0,2,0,0,False,False,False,413,56,5.602836608886719e-05,131,0.000262,,False
recov_1,failure_recovery,C,1,True,True,4,0,4,0,0,False,False,True,719,56,0.00011777877807617188,217,0.00043400000000000003,,False
recov_1,failure_recovery,C,2,True,True,1,0,1,0,0,False,False,False,337,56,4.863739013671875e-05,110,0.00022,,False
recov_2,failure_recovery,C,0,True,True,1,0,1,0,0,False,False,False,329,48,4.696846008300781e-05,105,0.00021,,False
recov_2,failure_recovery,C,1,True,True,1,0,1,0,0,False,False,False,329,48,4.553794860839844e-05,105,0.00021,,False
recov_2,failure_recovery,C,2,True,True,3,0,3,0,0,False,False,True,558,48,9.059906005859375e-05,169,0.00033800000000000003,,False
recov_3,failure_recovery,C,0,True,True,1,0,1,0,0,False,False,False,335,54,5.245208740234375e-05,108,0.000216,,False
recov_3,failure_recovery,C,1,True,True,1,0,1,0,0,False,False,False,335,54,4.601478576660156e-05,108,0.000216,,False
recov_3,failure_recovery,C,2,True,True,1,0,1,0,0,False,False,False,335,54,4.649162292480469e-05,108,0.000216,,False
recov_4,failure_recovery,C,0,True,True,2,0,2,0,0,False,False,True,490,56,6.29425048828125e-05,152,0.000304,,False
recov_4,failure_recovery,C,1,True,True,1,0,1,0,0,False,False,False,337,56,4.792213439941406e-05,110,0.00022,,False
recov_4,failure_recovery,C,2,True,True,2,0,2,0,0,False,False,True,490,56,6.890296936035156e-05,152,0.000304,,False
recov_5,failure_recovery,C,0,True,True,1,0,1,0,0,False,False,False,337,56,4.220008850097656e-05,110,0.00022,,False
recov_5,failure_recovery,C,1,True,True,1,0,1,0,0,False,False,False,337,56,5.269050598144531e-05,110,0.00022,,False
recov_5,failure_recovery,C,2,True,True,1,0,1,0,0,False,False,False,337,56,4.673004150390625e-05,110,0.00022,,False
verify_0,verify_before_stop,C,0,True,True,1,0,1,0,0,False,False,False,255,47,5.245208740234375e-05,84,0.00016800000000000002,,False
verify_0,verify_before_stop,C,1,True,True,1,0,1,0,0,False,False,False,255,47,4.6253204345703125e-05,84,0.00016800000000000002,,False
verify_0,verify_before_stop,C,2,True,True,1,0,1,0,0,False,False,False,255,47,4.5299530029296875e-05,84,0.00016800000000000002,,False
verify_1,verify_before_stop,C,0,True,True,1,0,1,0,0,False,False,False,254,46,4.9114227294921875e-05,84,0.00016800000000000002,,False
verify_1,verify_before_stop,C,1,True,True,1,0,1,0,0,False,False,False,254,46,6.0558319091796875e-05,84,0.00016800000000000002,,False
verify_1,verify_before_stop,C,2,True,True,1,0,1,0,0,False,False,False,254,46,4.57763671875e-05,84,0.00016800000000000002,,False
verify_2,verify_before_stop,C,0,True,True,1,0,1,0,0,False,False,False,256,48,4.1961669921875e-05,85,0.00017,,False
verify_2,verify_before_stop,C,1,True,True,1,0,1,0,0,False,False,False,256,48,4.315376281738281e-05,85,0.00017,,False
verify_2,verify_before_stop,C,2,True,True,1,0,1,0,0,False,False,False,256,48,4.1961669921875e-05,85,0.00017,,False
verify_3,verify_before_stop,C,0,True,True,1,0,1,0,0,False,False,False,248,40,4.291534423828125e-05,80,0.00016,,False
verify_3,verify_before_stop,C,1,True,True,1,0,1,0,0,False,False,False,248,40,4.1484832763671875e-05,80,0.00016,,False
verify_3,verify_before_stop,C,2,True,True,1,0,1,0,0,False,False,False,248,40,4.076957702636719e-05,80,0.00016,,False
verify_4,verify_before_stop,C,0,True,True,1,0,1,0,0,False,False,False,241,33,4.1961669921875e-05,76,0.000152,,False
verify_4,verify_before_stop,C,1,True,True,1,0,1,0,0,False,False,False,241,33,4.553794860839844e-05,76,0.000152,,False
verify_4,verify_before_stop,C,2,True,True,1,0,1,0,0,False,False,False,241,33,4.124641418457031e-05,76,0.000152,,False
verify_5,verify_before_stop,C,0,True,True,1,0,1,0,0,False,False,False,247,39,4.1484832763671875e-05,80,0.00016,,False
verify_5,verify_before_stop,C,1,True,True,1,0,1,0,0,False,False,False,247,39,4.1484832763671875e-05,80,0.00016,,False
verify_5,verify_before_stop,C,2,True,True,1,0,1,0,0,False,False,False,247,39,4.100799560546875e-05,80,0.00016,,False
